patentid,countrycode
US6051071A,US
US6247546B1,US
US3712776A,US
US7148974B1,US
US7287955B2,US
US7749342B2,US
US7273346B2,US
US5381654A,US
US8456869B2,US
US8240600B2,US
US5782434A,US
US7720615B2,US
US8962968B2,US
US8104708B2,US
US8027587B1,US
US7322181B2,US
US9091207B2,US
US7391357B1,US
US8109265B1,US
US9051846B2,US
US7959106B2,US
US4227716A,US
US4640126A,US
US6223976B1,US
US6662656B2,US
US7210909B2,US
US7106247B2,US
US5094268A,US
US7347672B2,US
US8182209B2,US
US7029367B2,US
US7267301B2,US
US8932009B2,US
US7950218B2,US
US7314208B1,US
US7744967B2,US
US7704429B2,US
US6391252B1,US
US7142075B1,US
US8840061B2,US
US6938407B2,US
US4254625A,US
US7543442B2,US
US6786451B2,US
US8831860B2,US
US8985954B2,US
US8662835B2,US
US8013600B1,US
US9951955B2,US
US7581920B2,US
US6228513B1,US
US8225593B2,US
US6676378B2,US
US6125826A,US
US6834720B1,US
US7005833B2,US
US9309008B2,US
US6225723B1,US
US4858430A,US
US8613139B2,US
US7594792B2,US
US9695695B2,US
US6688552B2,US
US8238026B1,US
US6389887B1,US
US9027245B2,US
US7683274B2,US
US8672629B2,US
US5982965A,US
US6910866B2,US
US8777164B2,US
US9416059B2,US
US8196385B2,US
US8668441B2,US
US3829614A,US
US6360412B1,US
US7959408B2,US
US7484924B2,US
US7491944B1,US
US4936159A,US
US4977401A,US
US7731122B2,US
US9556740B2,US
US7185499B2,US
US6744162B2,US
US6858943B1,US
US7112041B2,US
US8153056B2,US
US4519302A,US
US7526862B2,US
US8216641B2,US
US6290889B1,US
US5141292A,US
US8181440B2,US
US7928375B1,US
US7004725B2,US
US6672218B2,US
US7430852B2,US
US8672095B2,US
US7730307B2,US
US8425749B1,US
US7213393B2,US
US8153539B2,US
US8596603B2,US
US4448913A,US
US8782887B2,US
US7825348B2,US
US8484977B2,US
US7859350B1,US
US5612702A,US
US8172527B2,US
US7108486B2,US
US7707834B2,US
US6988692B2,US
US6279314B1,US
US6347440B1,US
US7899146B1,US
US5666016A,US
US8845294B2,US
US7600384B2,US
US7038161B2,US
US7404678B2,US
US7237387B2,US
US8051952B2,US
US7661273B2,US
US7721545B2,US
US7173436B2,US
US3526461A,US
US8615875B2,US
US8657566B2,US
US9546602B2,US
US8578698B2,US
US7349787B2,US
US8967950B2,US
US7376403B1,US
US7836572B2,US
US6952501B2,US
US9435347B2,US
US8042341B2,US
US7385334B1,US
US8061967B2,US
US7648277B2,US
US6729138B2,US
US4152969A,US
US9200638B2,US
US7244098B2,US
US7506496B2,US
US7938620B2,US
US8352200B2,US
US8011666B2,US
US7201559B2,US
US8458886B2,US
US8876472B2,US
US8333548B2,US
US5402754A,US
US7098843B2,US
US6950055B2,US
US7591594B2,US
US8282355B2,US
US6474161B1,US
US7841187B2,US
US6972712B1,US
US8500410B2,US
US7457733B2,US
US6205772B1,US
US7213891B2,US
US9091217B2,US
US7143877B2,US
US7128962B2,US
US5800125A,US
US5579009A,US
US8083476B2,US
US6320284B1,US
US8038386B2,US
US7513739B2,US
US8292492B2,US
US9500135B2,US
US7507935B2,US
US8943794B2,US
US8348620B2,US
US6164563A,US
US6279852B1,US
US7549838B2,US
US6202489B1,US
US7100869B2,US
US7403880B2,US
US7820970B1,US
US8991763B2,US
US8721264B2,US
US7564387B1,US
US9328737B2,US
US6647729B2,US
US4049312A,US
US7819628B2,US
US7719318B1,US
US7647761B2,US
US7562691B2,US
US7556083B2,US
US9126873B2,US
US7862295B2,US
US7010977B2,US
US7168534B2,US
US10024240B2,US
US7419630B2,US
US7335616B2,US
US9506355B2,US
US9004865B2,US
US7891190B2,US
US7621184B2,US
US7673457B2,US
US7392651B2,US
US8591173B2,US
US8215580B2,US
US5727380A,US
US7757495B2,US
US8484145B2,US
US8777558B2,US
US7736083B2,US
US7170669B1,US
US7805949B2,US
US8099963B2,US
US6956382B2,US
US7891195B2,US
US5284020A,US
US3583661A,US
US9540974B2,US
US7540707B2,US
US7201529B2,US
US8037971B2,US
US5818881A,US
US5548954A,US
US3788142A,US
US9822655B2,US
US7188535B1,US
US9004852B2,US
US8245815B2,US
US8561386B2,US
US7318685B2,US
US5796199A,US
US8490485B2,US
US7530788B2,US
US7301002B1,US
US8714905B2,US
US6286582B1,US
US5775097A,US
US8138986B2,US
US9206765B2,US
US6787947B2,US
US8646978B2,US
US8382442B2,US
US6251504B1,US
US7973422B2,US
US9464526B2,US
US8740556B2,US
US7458773B2,US
US6595755B2,US
US8986146B2,US
US7891073B2,US
US7374821B2,US
US630565A,US
US9446862B2,US
US7727591B2,US
US8535011B2,US
US7598635B2,US
US7246524B1,US
US4007991A,US
US8590316B2,US
US6580068B1,US
US9017021B2,US
US8063744B2,US
US6767187B2,US
US8602734B2,US
US8038387B2,US
US7022810B1,US
US6828930B2,US
US6367130B1,US
US7993097B2,US
US7275585B1,US
US7837925B2,US
US8026624B2,US
US8070445B2,US
US8371350B2,US
US6373064B1,US
US8794095B2,US
US9279449B2,US
US7394173B2,US
US3811112A,US
US3980350A,US
US7316538B2,US
US6890368B2,US
US8146372B2,US
US9472026B2,US
US3962382A,US
US7282676B1,US
US6242715B1,US
US8448310B2,US
US8871308B2,US
US8276388B2,US
US6966189B2,US
US9303876B2,US
US3879073A,US
US6782702B2,US
US8459417B2,US
US10024176B2,US
US7168253B1,US
US7780379B2,US
US8341719B2,US
US9234510B2,US
US9157395B2,US
US7550968B2,US
US7879271B2,US
US9422863B2,US
US8348602B2,US
US6312832B1,US
US7823392B2,US
US5806793A,US
US7661272B2,US
US5566040A,US
US8393565B2,US
US6578353B2,US
US9003770B2,US
US8424921B2,US
US5714244A,US
US8876467B2,US
US8557175B2,US
US7004723B2,US
US4248854A,US
US8757968B2,US
US7438530B2,US
US5619010A,US
US3892474A,US
US8566016B2,US
US8590312B2,US
US7781709B1,US
US7370477B2,US
US6209199B1,US
US4817766A,US
US8061391B2,US
US8834119B2,US
US8499540B2,US
US6817175B2,US
US5913617A,US
US4297911A,US
US5859561A,US
US8764385B2,US
US6328311B1,US
US5453181A,US
US9249756B2,US
US8924190B2,US
US7112040B2,US
US7296415B2,US
US7153099B2,US
US7661930B2,US
US8147191B2,US
US3354990A,US
US7784284B2,US
US6332937B1,US
US9611862B2,US
US8562371B2,US
US8845269B2,US
US7048504B2,US
US8137826B2,US
US3709565A,US
US7073336B2,US
US8974884B2,US
US5532052A,US
US8956109B2,US
US7658591B2,US
US4081156A,US
US7931459B2,US
US7886543B2,US
US8100635B2,US
US7454941B2,US
US7003942B2,US
US6684703B2,US
US8078692B2,US
US5897273A,US
US8305287B2,US
US9242726B2,US
US9699417B2,US
US7052643B2,US
US7744737B1,US
US7690206B2,US
US7237959B2,US
US4089564A,US
US7755079B2,US
US8894360B2,US
US9409650B2,US
US7036407B2,US
US8025483B2,US
US6926232B2,US
US7608301B2,US
US6964169B2,US
US7549294B2,US
US7484309B2,US
US8465258B2,US
US7448808B2,US
US5778660A,US
US7909514B2,US
US8022390B1,US
US6135712A,US
US10196907B2,US
US9341079B2,US
US9222418B2,US
US7290988B2,US
US4061377A,US
US7717670B2,US
US8201099B1,US
US8919668B2,US
US8277188B2,US
US7018173B2,US
US7449699B1,US
US7344207B2,US
US7137783B2,US
US6338490B1,US
US7670933B1,US
US9702301B2,US
US8161753B2,US
US8579229B2,US
US8948994B2,US
US7614236B2,US
US7909285B2,US
US8127551B2,US
US8616495B2,US
US9884675B2,US
US8221081B2,US
US8272203B2,US
US8868287B2,US
US7677866B2,US
US5473886A,US
US5899059A,US
US4712420A,US
US7784270B2,US
US7254978B2,US
US7155913B2,US
US8448446B2,US
US8684302B2,US
US7581384B2,US
US9157142B2,US
US6614142B1,US
US8215118B2,US
US8047777B2,US
US4270412A,US
US6986482B2,US
US7140840B2,US
US7488112B2,US
US8667777B2,US
US6009702A,US
US8801385B2,US
US8967330B2,US
US4000617A,US
US4936535A,US
US7252476B2,US
US3884074A,US
US6907363B1,US
US5853286A,US
US7323061B2,US
US7841083B2,US
US7980815B2,US
US7967245B2,US
US7553125B2,US
US8960597B2,US
US8047793B2,US
US3835923A,US
US8157506B2,US
US9017028B2,US
US8925329B2,US
US8070101B2,US
US8342770B2,US
US9771810B2,US
US8205453B2,US
US7063300B2,US
US9021870B2,US
US6903861B1,US
US9103212B2,US
US8087879B2,US
US7524165B2,US
US7296670B2,US
US7183868B1,US
US9073634B2,US
US8373862B2,US
US8401216B2,US
US7824157B2,US
US8827203B2,US
US8649954B2,US
US8191824B2,US
US8303246B2,US
US6285330B1,US
US7341380B2,US
US7368073B2,US
US7007891B2,US
US7669805B2,US
US8444388B2,US
US8162616B2,US
US6710482B2,US
US8268393B2,US
US3940945A,US
US8133018B2,US
US8881395B2,US
US8672635B2,US
US8133013B2,US
US7788928B2,US
US7420656B1,US
US8602505B2,US
US7794203B2,US
US7296397B2,US
US8402770B2,US
US10119409B2,US
US6989795B2,US
US7194887B2,US
US7169502B2,US
US9038363B2,US
US8985508B2,US
US7151505B2,US
US9211675B2,US
US10145039B2,US
US9105791B1,US
US3954027A,US
US3824399A,US
US8820679B2,US
US7780398B2,US
US6082669A,US
US9611809B2,US
US4158766A,US
US8210023B2,US
US9399315B2,US
US6244600B1,US
US8499983B2,US
US7774157B2,US
US8429817B2,US
US3334425A,US
US3272510A,US
US6967014B1,US
US3741664A,US
US3805874A,US
US7506513B2,US
US9522739B2,US
US6251270B1,US
US7086649B2,US
US8275507B2,US
US7592952B2,US
US9068574B2,US
US8757966B2,US
US7124860B2,US
US6083448A,US
US8328500B2,US
US7511248B2,US
US7523812B2,US
US8844062B2,US
US8980031B2,US
US9027632B2,US
US7661261B2,US
US8541682B2,US
US8746612B2,US
US5832717A,US
US7204675B2,US
US8992984B1,US
US5508626A,US
US9126690B2,US
US9518472B2,US
US9605545B2,US
US7329857B1,US
US9410502B2,US
US9476309B2,US
US7390167B1,US
US8783010B2,US
US8651821B2,US
US7497661B2,US
US8142148B2,US
US8337581B2,US
US7181377B1,US
US9328614B2,US
US6673709B2,US
US8408864B2,US
US8274058B1,US
US8864470B2,US
US3744849A,US
US8333546B2,US
US8978222B2,US
US8721269B2,US
US3728685A,US
US7375332B1,US
US7393178B2,US
US8246255B2,US
US6289670B1,US
US7766574B2,US
US8047326B2,US
US8020831B2,US
US10487683B2,US
US7264441B2,US
US8800262B2,US
US8141364B2,US
US9334831B2,US
US7589620B2,US
US7781698B2,US
US8915711B2,US
US7553126B2,US
US8448896B2,US
US8727719B2,US
US9169805B2,US
US9365956B2,US
US8147187B2,US
US7404860B2,US
US6454591B1,US
US5970704A,US
US9146108B2,US
US7351030B2,US
US8801992B2,US
US7419364B2,US
US5354519A,US
US8418964B2,US
US7340882B2,US
US8905710B2,US
US6655123B2,US
US5967460A,US
US8633665B2,US
US9849412B2,US
US7878063B1,US
US7955051B2,US
US5947625A,US
US8256318B2,US
US7960879B2,US
US7051436B2,US
US8579225B2,US
US7802964B2,US
US8793970B2,US
US8740547B2,US
US7350313B2,US
US7513740B1,US
US8028954B2,US
US7550734B1,US
US7703580B2,US
US8894351B2,US
US6823720B1,US
US7912321B1,US
US7008190B2,US
US6276126B1,US
US8544598B2,US
US5813220A,US
US9586301B2,US
US7251871B2,US
US6332027B1,US
US7854123B2,US
US7578059B2,US
US8888175B2,US
US9115592B2,US
US8246309B2,US
US8265870B1,US
US7210901B2,US
US8226357B2,US
US3478326A,US
US3777537A,US
US7637111B2,US
US8312702B2,US
US3710678A,US
US7845966B2,US
US7671296B2,US
US8876018B2,US
US7779889B2,US
US8347602B2,US
US8165795B2,US
US8991148B2,US
US8736000B1,US
US8092595B1,US
US4266630A,US
US7849693B2,US
US7409831B2,US
US7866162B2,US
US8732920B2,US
US6965542B1,US
US6349539B1,US
US8195372B2,US
US9322286B2,US
US4145111A,US
US8864444B2,US
US7757494B2,US
US9708917B2,US
US9145847B2,US
US8291709B2,US
US9353634B2,US
US6140157A,US
US8488814B2,US
US7671858B1,US
US8827653B2,US
US6687564B2,US
US9074554B2,US
US7148436B1,US
US7117682B1,US
US6976824B2,US
US8974175B2,US
US8827650B2,US
US7965161B2,US
US7370506B2,US
US5423262A,US
US6908278B2,US
US8942886B2,US
US3702167A,US
US10519980B2,US
US10176357B2,US
US6050522A,US
US8899255B2,US
US6360527B1,US
US7160352B2,US
US8226367B2,US
US8425184B2,US
US8683689B2,US
US9829005B2,US
US7326035B2,US
US7661926B2,US
US3479032A,US
US6830431B2,US
US8092152B2,US
US4270639A,US
US7499252B2,US
US8794908B2,US
US9745943B2,US
US8666598B2,US
US5579020A,US
US5115707A,US
US9309159B2,US
US8464598B2,US
US9148023B2,US
US8733847B2,US
US7733788B1,US
US8177493B2,US
US7942630B2,US
US7013650B2,US
US7954327B2,US
US9133789B2,US
US8999439B2,US
US5251530A,US
US8074493B2,US
US8721287B2,US
US7350449B2,US
US9273613B2,US
US3334504A,US
US4777839A,US
US7403065B1,US
US7679297B1,US
US7351174B2,US
US7263955B1,US
US3945429A,US
US6334276B1,US
US9108385B2,US
US8762025B2,US
US7805943B2,US
US7685712B2,US
US3608212A,US
US7114912B2,US
US7940377B1,US
US8015813B2,US
US7448280B2,US
US9033666B2,US
US7134843B2,US
US5756927A,US
US6886790B2,US
US7614234B2,US
US8709314B2,US
US2664934A,US
US8002864B2,US
US3334847A,US
US9067688B2,US
US8152438B2,US
US7670112B2,US
US7614846B2,US
US7540714B1,US
US9074605B2,US
US7117115B2,US
US8692489B2,US
US7080974B2,US
US9169807B2,US
US8336317B2,US
US8821029B2,US
US8604402B2,US
US7186197B2,US
US7597538B2,US
US6135746A,US
US8734113B2,US
US7218388B1,US
US9957841B2,US
US8137749B2,US
US8197190B2,US
US8491254B2,US
US9708982B2,US
US9739198B2,US
US8899913B2,US
US3750101A,US
US9395177B2,US
US9032786B2,US
US7618232B2,US
US7520136B2,US
US7568336B2,US
US8951006B2,US
US8573928B2,US
US8225919B2,US
US3767162A,US
US8182202B2,US
US8734115B2,US
US7540469B1,US
US5604331A,US
US8387395B2,US
US7752851B2,US
US8529196B2,US
US8794922B2,US
US8688341B2,US
US8137802B1,US
US7971423B2,US
US8075664B1,US
US7870740B2,US
US7533517B2,US
US7207102B1,US
US4963734A,US
US7742640B1,US
US4991530A,US
US6392586B1,US
US6755617B2,US
US6223774B1,US
US8979705B2,US
US8686589B2,US
US5981002A,US
US8781046B2,US
US8907521B2,US
US8635851B2,US
US6792748B2,US
US8876041B2,US
US8820682B2,US
US10137515B2,US
US7861529B2,US
US7004721B2,US
US6546734B2,US
US8911210B2,US
US7098912B1,US
US4194244A,US
US9204566B2,US
US6263663B1,US
US9249755B2,US
US6393353B1,US
US8496441B2,US
US10145260B2,US
US8342803B2,US
US8690521B2,US
US7533714B2,US
US9382647B2,US
US8647069B2,US
US9200594B2,US
US6619454B2,US
US7686585B2,US
US7495748B1,US
US7412834B2,US
US8375697B2,US
US8800920B2,US
US9551234B2,US
US8436509B1,US
US8864458B2,US
US7325307B2,US
US9085979B2,US
US7687114B2,US
US8152456B2,US
US7513737B2,US
US7370023B1,US
US9643240B2,US
US8502104B2,US
US3580685A,US
US9046271B2,US
US7685828B2,US
US3854722A,US
US7367766B2,US
US8871044B2,US
US7596938B2,US
US6452670B1,US
US8312723B2,US
US8172509B2,US
US9422818B2,US
US8468796B2,US
US9027884B2,US
US7861531B2,US
US9476384B2,US
US9039351B2,US
US7036320B2,US
US8375536B2,US
US8009356B1,US
US8136760B2,US
US6105371A,US
US6799416B2,US
US4113302A,US
US9505052B2,US
US7583200B2,US
US9435753B2,US
US8950706B2,US
US8991444B2,US
US7946811B2,US
US7318466B2,US
US9206746B2,US
US7334999B2,US
US3556442A,US
US7025562B2,US
US9212564B2,US
US8256116B2,US
US10239241B2,US
US7089791B2,US
US9221534B2,US
US8597073B2,US
US9205522B2,US
US7530784B2,US
US8740568B2,US
US6945109B2,US
US8919667B2,US
US3919756A,US
US8303189B2,US
US8347745B2,US
US7319556B1,US
US8801384B2,US
US7360986B2,US
US6837054B2,US
US9341116B2,US
US9616992B2,US
US8210041B2,US
US8128375B2,US
US10132177B2,US
US9238975B2,US
US6314815B1,US
US10077113B2,US
US8794926B2,US
US7697134B1,US
US7118322B2,US
US7525325B1,US
US7011492B2,US
US3690642A,US
US9333729B2,US
US9500128B2,US
US9518467B2,US
US5989735A,US
US3943351A,US
US9035511B2,US
US8424363B2,US
US7810335B2,US
US8956119B2,US
US8734096B2,US
US6129509A,US
US7507072B2,US
US8916076B2,US
US7980828B1,US
US10329019B2,US
US7937944B2,US
US8037687B2,US
US8568838B2,US
US7555939B2,US
US8684665B2,US
US9394832B2,US
US5068946A,US
US9597841B2,US
US9163520B2,US
US9617858B2,US
US9193468B2,US
US9162304B2,US
US8201612B2,US
US8038410B2,US
US7359829B2,US
US9091445B2,US
US9334878B2,US
US8436245B2,US
US7214030B2,US
US6568050B2,US
US8337140B2,US
US6901955B2,US
US9086077B2,US
US9726197B2,US
US8701380B2,US
US7838823B1,US
US8375583B2,US
US8959768B2,US
US8496215B2,US
US8192145B2,US
US8951017B2,US
US8584363B2,US
US7514493B1,US
US7332036B2,US
US9217391B2,US
US7850892B2,US
US8186219B2,US
US8764072B2,US
US7046411B1,US
US9169825B2,US
US8197887B1,US
US8839516B2,US
US9315274B2,US
US8379091B2,US
US3916697A,US
US7698885B2,US
US3664187A,US
US6327846B1,US
US7399941B2,US
US8769958B2,US
US7670106B2,US
US7514004B1,US
US8136999B2,US
US8166051B1,US
US9689678B2,US
US9476383B2,US
US9403325B2,US
US8364374B2,US
US6666014B2,US
US5996333A,US
US5203215A,US
US8985506B2,US
US6724123B2,US
US7150445B2,US
US8490673B2,US
US8757983B2,US
US9754429B2,US
US7180055B1,US
US8397790B2,US
US9964781B2,US
US8527714B2,US
US9121704B2,US
US8205567B2,US
US7659715B2,US
US8011879B2,US
US6914190B2,US
US8985961B2,US
US8038393B2,US
US8311685B2,US
US7167129B1,US
US9008847B2,US
US3802651A,US
US9347438B2,US
US9482181B2,US
US8152460B2,US
US5679919A,US
US7571614B2,US
US3510279A,US
US8470168B2,US
US9097425B2,US
US6153841A,US
US9556745B2,US
US6179225B1,US
US8057160B2,US
US10468216B2,US
US8875517B2,US
US9169007B2,US
US9046040B2,US
US9079364B2,US
US8721277B2,US
US8919499B2,US
US6911932B1,US
US3848836A,US
US8647071B2,US
US9363917B2,US
US9139295B2,US
US9321537B2,US
US8887889B2,US
US9835049B2,US
US8129913B2,US
US9309871B2,US
US3864003A,US
US8585369B2,US
US7908868B2,US
US3971241A,US
US8991021B2,US
US7681400B2,US
US6806703B2,US
US8939401B2,US
US7566429B2,US
US9869189B2,US
US7255260B2,US
US9683452B2,US
US8622699B2,US
US9598966B2,US
US9359954B2,US
US9239010B2,US
US8884810B2,US
US9448557B2,US
US9464916B2,US
US8220259B1,US
US10120013B2,US
US9334046B2,US
US7458779B2,US
US9109465B2,US
US8641373B2,US
US8166910B2,US
US8516830B2,US
US8827202B2,US
US5243917A,US
US8376700B2,US
US9630448B2,US
US9103675B2,US
US7144602B2,US
US7523678B2,US
US8534077B2,US
US3702734A,US
US7995191B1,US
US9310083B2,US
US9726186B2,US
US7993099B2,US
US8307658B2,US
US8863510B2,US
US9976967B2,US
US9726033B2,US
US7163375B2,US
US7827802B2,US
US7147205B1,US
US8118540B2,US
US7753651B2,US
US9422889B2,US
US9540098B2,US
US8147205B2,US
US7634916B2,US
US8387467B2,US
US9090336B2,US
US8831900B2,US
US9863278B2,US
US6379480B1,US
US9234462B2,US
US5918356A,US
US9115647B2,US
US9488064B2,US
US9316120B2,US
US9550340B2,US
US8402743B2,US
US5922957A,US
US8564457B2,US
US8827199B2,US
US7287383B2,US
US7419360B2,US
US7995877B1,US
US7710232B1,US
US8906569B2,US
US7992391B2,US
US9995176B2,US
US9134198B2,US
US7997134B2,US
US6769251B2,US
US9056798B2,US
US9540935B2,US
US8128991B2,US
US5554898A,US
US8147189B2,US
US9476690B2,US
US8403636B2,US
US9897011B2,US
US9611865B2,US
US7494640B1,US
US7565657B1,US
US9476413B2,US
US5023334A,US
US6644031B2,US
US7982855B2,US
US8497676B2,US
US8495810B2,US
US5156001A,US
US10401395B2,US
US9133036B2,US
US8888448B2,US
US7841062B2,US
US8516790B2,US
US5414319A,US
US8287834B2,US
US6926925B2,US
US8975911B2,US
US8524026B2,US
US10112275B2,US
US9414532B2,US
US9242722B2,US
US7823474B2,US
US3271224A,US
US3595436A,US
US8087883B2,US
US9863270B2,US
US9255583B2,US
US8171807B2,US
US8505849B2,US
US7204456B2,US
US9683576B2,US
US9551233B2,US
US7722793B2,US
US8991749B2,US
US9303516B2,US
US8647713B2,US
US8641370B2,US
US9742274B2,US
US9998204B2,US
US8835538B2,US
US8944765B2,US
US9458793B2,US
US8945674B2,US
US9638049B2,US
US7480052B1,US
US9784186B2,US
US9285480B2,US
US8973428B2,US
US8839601B2,US
US9103220B2,US
US9222363B2,US
US8028530B2,US
US8012411B1,US
US8961137B2,US
US8631640B2,US
US8083177B2,US
US7093488B2,US
US9341315B2,US
US9488179B2,US
US9366201B2,US
US4807733A,US
US9346558B2,US
US6779457B2,US
US9920654B2,US
US7591356B2,US
US10400623B2,US
US7547845B2,US
US7562520B2,US
US9410433B2,US
US9970359B2,US
US10378556B2,US
US9707718B2,US
US8074455B2,US
US7427186B2,US
US5731644A,US
US8084079B2,US
US6765526B1,US
US6295335B1,US
US9842087B2,US
US9003767B2,US
US9366154B2,US
US9518533B2,US
US9120189B2,US
US8186144B2,US
US9434111B2,US
US8082663B1,US
US8156727B2,US
US8886582B2,US
US8662838B2,US
US9134730B2,US
US7371037B2,US
US7192251B1,US
US9193467B2,US
US8939713B2,US
US9708981B2,US
US10202868B2,US
US8317001B2,US
US9827610B2,US
US9481449B2,US
US8430457B2,US
US8408068B2,US
US6512380B2,US
US9093217B2,US
US9879607B2,US
US7661928B2,US
US7029237B2,US
US8844682B2,US
US10077677B2,US
US8800299B2,US
US9512847B2,US
US7740203B2,US
US8676540B1,US
US9834312B2,US
US5946802A,US
US3809482A,US
US7046539B1,US
US7800363B2,US
US9387632B2,US
US9644541B2,US
US9127841B2,US
US8984855B2,US
US5915919A,US
US4372276A,US
US9488734B2,US
US9540951B2,US
US9102411B2,US
US7681842B2,US
US9429031B2,US
US8745966B2,US
US7009131B2,US
US8226353B2,US
US8607578B2,US
US10054001B2,US
US9540097B2,US
US9026332B2,US
US9856825B2,US
US7913534B1,US
US8651418B2,US
US10358938B2,US
US5257746A,US
US9453478B2,US
US9874103B2,US
US10473035B2,US
US8825278B2,US
US7399163B2,US
US9127623B2,US
US8584989B2,US
US7638046B2,US
US8210498B2,US
US8127525B2,US
US8956487B2,US
US9103215B2,US
US9194253B2,US
US8622340B2,US
US9140211B2,US
US7565851B2,US
US8777490B2,US
US8882443B2,US
US9244368B2,US
US8538604B2,US
US8197213B2,US
US8065799B2,US
US8037691B2,US
US9920631B2,US
US9829562B2,US
US9108746B2,US
US7081076B2,US
US8285467B2,US
US5934564A,US
US7233464B2,US
US9605364B2,US
US8958946B2,US
US8152247B2,US
US9415462B2,US
US9383106B2,US
US3701075A,US
US9638107B2,US
US9517581B2,US
US5838533A,US
US8005554B2,US
US9476362B2,US
US8919693B2,US
US8051656B1,US
US8573944B2,US
US9482184B2,US
US7584546B2,US
US9689271B2,US
US8932018B2,US
US8398839B1,US
US7140838B2,US
US3591084A,US
US3586860A,US
US3638014A,US
US3351729A,US
US8840060B2,US
US8869378B2,US
US9037380B2,US
US8430203B2,US
US10131073B2,US
US9132920B2,US
US7735776B2,US
US10161262B2,US
US8505202B2,US
US8087252B2,US
US9470604B2,US
US9682783B2,US
US5277114A,US
US8925331B2,US
US9027708B2,US
US8727274B2,US
US10145253B2,US
US8540189B2,US
US7706141B2,US
US9267855B2,US
US7661925B2,US
US7367774B2,US
US8037828B1,US
US9073155B2,US
US8005649B2,US
US9157330B2,US
US9546599B2,US
US8206090B2,US
US7695194B2,US
US8080280B1,US
US7236345B1,US
US10281360B2,US
US9732885B2,US
US8232858B1,US
US9828877B2,US
US9545994B2,US
US8453459B2,US
US9850939B2,US
US9383024B2,US
US8292074B2,US
US7469528B2,US
US10473032B2,US
US8911212B2,US
US7816307B2,US
US7190862B1,US
US8655479B2,US
US9835044B2,US
US4092387A,US
US9188064B2,US
US9157164B2,US
US7857593B2,US
US9366599B2,US
US9771968B2,US
US8898884B2,US
US4672926A,US
US8476557B2,US
US10399168B2,US
US8413346B2,US
US6873283B2,US
US9180963B2,US
US8505429B2,US
US8490401B2,US
US8147200B2,US
US7959410B2,US
US9314834B2,US
US7825735B1,US
US9194240B2,US
US9360063B2,US
US9422813B2,US
US8156744B2,US
US9512733B2,US
US9188259B2,US
US8277176B2,US
US9771680B2,US
US8075246B2,US
US8959926B2,US
US7971439B2,US
US8789355B2,US
US9452845B2,US
US9593582B2,US
US7281892B2,US
US9194300B2,US
US9114872B2,US
US7625176B2,US
US9821736B2,US
US9366186B2,US
US6251317B1,US
US8142152B2,US
US7686572B2,US
US5672228A,US
US9605563B2,US
US7915626B1,US
US9926944B2,US
