title,industry
Thales Research And Technology Uk Ltd,Defence
Thales Research And Technology Uk Ltd,Transport
Thales Research And Technology Uk Ltd,Security
Thales Research And Technology Uk Ltd,Electronics
Thales Rail Signalling Solutions Inc,Rapid Transit Railway Signal
Thales Rail Signalling Solutions Inc,Signalling
Thales Rail Signalling Solutions Gmbh,Aerospace
Thales Rail Signalling Solutions Gmbh,Arms Industry
Thales Rail Signalling Solutions Gmbh,Defence
Thales Rail Signalling Solutions Gmbh,Transport
Thales Rail Signalling Solutions Gmbh,Security
Thales Rail Signalling Solutions Gmbh,Electronics
Thales Optronics Taunton Ltd,Arms Industry
Thales Optronics Taunton Ltd,Defence
Thales Optronics Ltd,Arms Industry
Thales Optronics Ltd,Defence
Thales Nederlands Bv,Defense Industry
Thales Nederlands Bv,Defence   Electronics
Thales Nederland B.V.,Defense Industry
Thales Nederland B.V.,Defence   Electronics
Thales Management And Services Deutschland Gmbh,Airborne & Space Systems
Thales Management And Services Deutschland Gmbh,Land & Naval Defence Electronics And Security & Information Systems
Thales Italia Spa,Military Communications
Thales Inc Japan,Electrical Equipment
Thales Holdings Uk Plc,Aerospace
Thales Holdings Uk Plc,Arms Industry
Thales Holdings Uk Plc,Defence
Thales Holdings Uk Plc,Energy
Thales Holdings Uk Plc,Marine Propulsion
Thales Holdings Uk Plc,Marine
Thales Electron Devices Sa,Nowrap
Thales Electron Devices Sa,Telecommunications Equipment
Thales Electron Devices Sa,Networking Equipment
Thales Electron Devices Gmbh,Electronics & Defence
Thales Dis France Sa,Aerospace
Thales Dis France Sa,Arms Industry
Thales Dis France Sa,Defence
Thales Dis France Sa,Transport
Thales Dis France Sa,Security
Thales Dis France Sa,Electronics
Thales Contact Solutions Ltd,Electronics
Thales Canada Inc,Rapid Transit Railway Signal
Thales Canada Inc,Signalling
Thales Broadcast And Multimedia Inc,Plainlist
Thales Broadcast And Multimedia Inc,Creative Services  Technology Company
Thales Broadcast And Multimedia Inc,Technology  Broadband
Thales Avionics Sa,Aerospace
Thales Avionics Sa,Arms Industry
Thales Avionics Sa,Defence
Thales Avionics Sa,Transport
Thales Avionics Sa,Security
Thales Avionics Sa,Electronics
Thales Avionics Sas,Ubl
Thales Avionics Sas,Aerospace Industry
Thales Avionics Sas,Arms Industry
Thales Avionics Sas,Defence Industry
Thales Avionics Sas,Space Industry
Thales Avionics S.A.,Aerospace
Thales Avionics S.A.,Arms Industry
Thales Avionics S.A.,Defence
Thales Avionics S.A.,Transport
Thales Avionics S.A.,Security
Thales Avionics S.A.,Electronics
Thales Avionics Inc,Aerospace Industry
Thales Avionics Inc,Defense (Military)
Thales Avionics Inc,Defense
Thales Australia Ltd,Aerospace Industry
Thales Australia Ltd,Aerospace & Space
Thales Australia Ltd,Defence (Military)
Thales Australia Ltd,Defence
Thales Australia Ltd,Security
Thales Australia Ltd,Transport
Thales Alenia Space Italia Spa,Aerospace
Thales Alenia Space France Sas,Ubl
Thales Alenia Space France Sas,Aerospace Industry
Thales Alenia Space France Sas,Arms Industry
Thales Alenia Space France Sas,Defence Industry
Thales Alenia Space France Sas,Space Industry
Thales Alenia Space Deutschland Gmbh,Aerospace
Thales Air Systems And Electron Devices Gmbh,Electronics & Defence
Thales Atm Ltd,Aerospace
Thales Atm Ltd,Arms Industry
Thales Atm Ltd,Defence
Thales Atm Ltd,Transport
Thales Atm Ltd,Security
Thales Atm Ltd,Electronics
Textron Systems Corp,Aerospace Industry Defence Industry
Textron Inc,Ubl
Textron Inc,Aerospace Industry
Textron Inc,Automotive Industry
Textron Inc,Defense Industry
"Texas Research International, Inc.",Architecture
Texas Research International Inc,Architecture
Texas Instruments Incorporated,Semiconductors
Texas Instruments Inc,Semiconductors
Texaco Inc,Petroleum Industry
Texaco Inc,Petroleum
Teva Women S Health Inc,Pharmaceutical
Tessella Inc,Innovation
Tessella Inc,Engineering
Tessella Inc,Tech And R&D Consulting
Terumo Corp,Medical Device
Terumo Corp,Medical Equipment
Terravia Holdings Inc,Sustainable Foods
Terravia Holdings Inc,Food Ingredients
Terravia Holdings Inc,Renewable Oils
Teoco Corp,Telecommunications
Tensar Corp,Private Equity
Tenryu Holdings Co Ltd,Heavy Equipment
Tencent Technology (Shenzhen) Company Limited,Conglomerate (Company)
Tencent Technology (Shenzhen) Company Limited,Conglomerate
Tencel Ltd,Textile Manufacture During The Industrial Revolution
Tencel Ltd,Textiles
Tencel Ltd,Chemicals
Tenable Network Security Inc,Cybersecurity
Telvent Dtn Llc,Software Engineering
Telezygology Inc.,Engineering<Br/>Design<Br/>Investment
Telephonics Corp,Conglomerate (Company)
Telephonics Corp,Conglomerate
Telephonics Corp,Building Materials
Telephonics Corp,Building Products
Telephonics Corp,Avionics
Telephonics Corp,Aerospace And Arms Industry
Telephonics Corp,Defense
Telephonics Corp,Garage Doors
Telephonics Corp,Plastics
Telefunken Sendertechnik Gmbh,Electrical Industry
Telefonica Sa,Telecommunications
Telefonaktiebolaget Lm Ericsson Ab,Ubl
Telefonaktiebolaget Lm Ericsson Ab,Telecommunications Industry
Telefonaktiebolaget Lm Ericsson Ab,Telecommunications
Telefonaktiebolaget Lm Ericsson Ab,Telecommunications Network
Telefonaktiebolaget Lm Ericsson Ab,Networking
Teleflex Inc,Medical Device Manufacturing
Teledyne Technologies Inc,Conglomerate (Company)
Teledyne Technologies Inc,Conglomerate
Teledyne Instruments Inc,Conglomerate (Company)
Teledyne Instruments Inc,Conglomerate
Teledyne Inc,Conglomerate (Company)
Teledyne Inc,Conglomerate
Telecommunications De Sa,Telecommunications
Telecom Italia Spa,Telecommunications Industry
Telecom Italia Spa,Telecommunications
Telecom Italia S.P.A.,Telecommunications Industry
Telecom Italia S.P.A.,Telecommunications
"Tele Atlas North America, Inc.",Geographic Information Systems
Telcordia Technologies Inc,Telecommunications
Telcordia Technologies Inc,Telecom Research
Tekelec Global Inc,Telecommunication-Equipment Manufacturing
Tejas Networks Ltd,Telecommunications Equipment
Techteam Government Solutions Inc,Ubl
Techteam Government Solutions Inc,Engineering
Techteam Government Solutions Inc,Architecture
Techteam Government Solutions Inc,Construction
Tata Consultancy Services Ltd,Information Technology Consulting Outsourcing
Target Therapeutics Inc,Oncology
"Target Discovery, Inc.",Mass Media
Takenaka Corp,Construction
Takenaka Corp,Architecture
Takenaka Corp,Engineering
Takeda Pharmaceutical,Pharmaceutical Company
Takeda Pharmaceutical,Pharmaceuticals
Taiyo Kagaku Kk,Electronics
Taiwan Semiconductor Manufacturing Co Tsmc Ltd,Unbulleted List
Taiwan Semiconductor Manufacturing Co Tsmc Ltd,Semiconductors
Taiwan Semiconductor Manufacturing Co Tsmc Ltd,Gpus
Taiwan Semiconductor Manufacturing Co Tsmc Ltd,Graphics Cards
Taiwan Semiconductor Manufacturing Co Tsmc Ltd,Consumer Electronics
Taiwan Semiconductor Manufacturing Co Tsmc Ltd,Computer Hardware
Taisei Corp,Construction
Tai Guen Enterprise Co Ltd,Consumer Electronics
Tableau Software Inc,Software
Taap Development Inc,Biotechnology
Tw Acquisition Inc,Telecommunications Company
Tw Acquisition Inc,Telecom
Trw Automotive Us Llc,Audio Electronics
Trusted Network Technologies Inc,Ubl
Trusted Network Technologies Inc,Internet
Trusted Network Technologies Inc,Cloud Computing
Trc Services Inc,Hospital And Health Care
Tmd Technologies Limited,Electrical Engineering
Titus Inc,Video Game Industry
Titus Inc,Video Games
Thyssenkrupp Xervon Energy Gmb,Industrial Services
Thk Co Ltd,Machinery
"The 41 St Parameter, Inc.",Business Services
Thales Antennas Ltd,Aerospace
Thales Antennas Ltd,Arms Industry
Thales Antennas Ltd,Defence
Thales Antennas Ltd,Transport
Thales Antennas Ltd,Security
Thales Antennas Ltd,Electronics
Tenryu Aero Component Co Ltd,Heavy Equipment
"Tempered Networks, Inc.",Media
"Tempered Networks, Inc.",Entertainment
Tempered Networks Inc,Media
Tempered Networks Inc,Entertainment
Telos Corp,Information Technology
Telos Corp,Cybersecurity
Telepresence Technologies Llc,Animation
Telepresence Technologies Llc,Animated Films
Teledyne Ryan Aeronautical Division Of Teledyne Industries Inc,Conglomerate (Company)
Teledyne Ryan Aeronautical Division Of Teledyne Industries Inc,Conglomerate
Tele Data Inc,Cable Television
Tdw Gmbh,Defense (Military)
Tdw Gmbh,Defence
Tdk Corp,Electronics Industry
Tdk Corp,Electronics
Tcs Commercial Inc,Aerospace Engineering
Tcs Commercial Inc,Aerospace
Tcs Commercial Inc,Defense (Military)
Tcs Commercial Inc,Defense
Tcl Research America Inc,Software Industry
Tcl Research America Inc,Software
Tcl Communication Ltd,Consumer Electronics
Tcl Communication Ltd,Home Appliances
Tcl Communication Ltd,Finance
T0Com Inc,Telecommunications
"T-Mobile Usa, Inc.",Telecommunications
"T-Central, Inc.",Unbulleted List
"T-Central, Inc.",Telecommunications Industry
"T-Central, Inc.",Telecommunications
"T-Central, Inc.",Technology Company
"T-Central, Inc.",Technology
T-Central Inc,Unbulleted List
T-Central Inc,Telecommunications Industry
T-Central Inc,Telecommunications
T-Central Inc,Technology Company
T-Central Inc,Technology
T Mobile Usa Inc,Telecommunications
T L Smith Machine Co Inc,Financial Services
T A V Engineering Ltd,Conglomerate (Company)
T A V Engineering Ltd,Conglomerate
System Development Corp,Aerospace
Syntonix Pharmaceuticals Inc,Biotechnology
Synopsys Inc,Plainlist
Synopsys Inc,Integrated Circuit  Self-Driving Car
Synopsys Inc,Ref
Synopsys Inc,Cite Press Release
Synopsys Inc,Url=Https://News.Synopsys.Com/2020-01-16-Synopsys-Joins-New-Autonomous-Vehicle-Computing-Consortium
Synopsys Inc,Title=Synopsys Joins New Autonomous Vehicle Computing Consortium
Synopsys Inc,Publisher=Synopsys
Synopsys Inc,Date=2020-01-16
Synopsys Inc,Access-Date=2022-08-10
Synopsys Inc,</Ref>
Synopsys Inc,Software As A Service  Software Testing  Internet Of Things   Software As A Service  Software Testing  Internet Of Things
Syniverse Technologies Llc,Telecommunications
Syngenta Participations Ag,Pharmaceutical Industry
Syngenta Participations Ag,Pharmaceuticals
Syngenta Ltd,Agrobusiness
Syngenta Ltd,Chemicals
Synaptics Incorporated,Computer Hardware And Software
"Symyx Technologies, Inc.",Life Sciences; Chemical And Energy And Performance; Materials And Consumer Products
Symons Corp,Concrete Construction
Symbotic Llc,Grocery Store
Symbotic Llc,Grocery Wholesale And Distribution (Business)
Symbotic Llc,Distribution
Symbolics Llc,Computer Systems
Symbolics Llc,Software
Symbolics Llc,Computer Software
Symantec Corp,Computer Software
Sybase Inc,Computer Software
Swl Robotics Inc,Ubl
Swl Robotics Inc,Heavy Equipment
Swl Robotics Inc,Engines
Swl Robotics Inc,Financial Services
Switchcraft Inc,Ubl
Switchcraft Inc,Aerospace
Switchcraft Inc,Defense
Switchcraft Inc,Electronics
Swiss Reinsurance Co Ltd,Financial Services
Swales And Associates Inc,Aerospace And Defense Industry
Swales And Associates Inc,Defense
Swales Aerospace,Aerospace And Defense Industry
Swales Aerospace,Defense
Surface Tech Holdings Ltd,Cybersecurity
Surface Systems Inc,Software
Superior Industries Inc,Manufacturing
Superior Electric Co,Electronics
Supercell Oy,Mobile Games
Sunoco Inc,Petroleum Industry
Sunlight Photonics Inc,Plainlist
Sunlight Photonics Inc,Electronics  Home Appliances
Sunil Mehta,Banking
Sunil Mehta,Financial Services
Sundstrand Data Control Inc,Conglomerate (Company)
Sundstrand Data Control Inc,Conglomerate
Sunburst Recovery Inc,Musical Instruments
Sunpower Corp,Renewable Energy Industry
Sunpower Corp,Renewable Energy
Sunedison Inc,Renewable Energy
Sun Ventures Inc,Financial Services
Sun Microsystems Inc,Plainlist
Sun Microsystems Inc,Information Technology
Sumitomo Rubber Industries Ltd,Automotive
Sumitomo Metal Mining Co Ltd,Conglomerate (Company)
Sumitomo Metal Mining Co Ltd,Conglomerate
Sumitomo Metal Mining Co,Conglomerate (Company)
Sumitomo Metal Mining Co,Conglomerate
Sumitomo Metal Ceramics Inc,Financial Services
Sumitomo Heavy Industries Marine And Engineering Co Ltd,Machinery
Sumitomo Heavy Industries Ltd,Machinery
Sumitomo Heavy Ind Ltd,Heavy Equipment (Construction)
Sumitomo Heavy Ind Ltd,Heavy Equipment
Sumitomo Heavy Ind Ltd,Automotive Industry
Sumitomo Heavy Ind Ltd,Automotive
Sumitomo Heavy Ind Ltd,Defense (Military)
Sumitomo Heavy Ind Ltd,Defense
Sumitomo Electric Industries Ltd,Non-Ferrous Metal
Sumitomo Electric Industries,Non-Ferrous Metal
Sumitomo Coal Mining Co Ltd,Financial Services
Sumitomo Bakelite Co,Conglomerate (Company)
Sumitomo Bakelite Co,Conglomerate
Sulzer Ag,Industrial Engineering And Manufacturing
Sugino Machine Ltd,Video Game Industry
Sugino Machine Ltd,Video Games
Subsea 7 Ltd,Electronics Industry
Sturm Ruger And Co Inc,Firearms
Stryker Corp,Medical Technology
Strong Force Iot Portfolio 2016 Llc,Unbulleted List
Strong Force Iot Portfolio 2016 Llc,Class
Strong Force Iot Portfolio 2016 Llc,=
Strong Force Iot Portfolio 2016 Llc,Nowrap
Strong Force Iot Portfolio 2016 Llc,Telecommunications Industry
Strong Force Iot Portfolio 2016 Llc,Telecommunications
Strong Force Iot Portfolio 2016 Llc,Technology Company
Strong Force Iot Portfolio 2016 Llc,Technology
Strong Force Iot Portfolio 2016 Llc,Electronics Industry
Strong Force Iot Portfolio 2016 Llc,Electronics
Stromberg Carlson Corp,Telecommunications
Stoney Point Products Inc,Optical Imaging
Stoney Point Products Inc,Imaging
Steven Kessler,Organic Certification
Steven Kessler,Organic & Fair Trade Green Tea Beverages
Stellex Microwave Systems Inc,Electronics
Stealth Biologics Llc,Medical Equipment
Statoil Asa,Petroleum Industry
State Farm Mutual Automobile Insurance Co,Insurance
Starship Technologies Ou,Robotics<Br/>Logistics
Starkey Laboratories Inc,Hearing Aid
Starkey Laboratories Inc,Hearing Instruments
"Starguide Digital Networks, Inc.",Radio Broadcasting Advertising
Staples Inc,Retail
Standard Oil Co,Oil And Gas Industry
Standard Oil Co,Oil And Gas
Stahlwerke Bremen Gmbh,Steel
St Engineering Co Ltd,Shipbuilding
Sri International,Unbulleted List
Sri International,Research And Development
Squibb Bristol Myers Co,Pharmaceuticals
Square Inc,Ubl
Square Inc,Financial Services
Square Inc,Mobile Payment
Square Inc,Point Of Sale
Square Enix Ltd,Video Game Industry
Square Enix Ltd,Video Games
Square Enix Holdings Co Ltd,Unbulleted List
Square Enix Holdings Co Ltd,Media Conglomerate
Square Enix Holdings Co Ltd,Media
Square Enix Holdings Co Ltd,Entertainment
Square Enix Co Ltd,Unbulleted List
Square Enix Co Ltd,Media Conglomerate
Square Enix Co Ltd,Media
Square Enix Co Ltd,Entertainment
Spx Corporation,Conglomerate (Company)
Spx Corporation,Multi-Industry
Springs Industries Inc,Motorsports<Br/>Automotive Industry
Springs Industries Inc,Automotive
Springs Industries Inc,Defense (Military)
Springs Industries Inc,Defense
Spray-Tek Inc,Technical Ceramics For Semiconductor
Spray-Tek Inc,Automotive
Spray-Tek Inc,Medical
Spray-Tek Inc,Oil And Gas And Many Other Industries
Sport Maska Inc,Sporting Goods
Splunk Inc,Ubl
Splunk Inc,Software
Splunk Inc,Cloud Computing
Spirent Communications Inc,Telecommunications
Spinlaunch Inc,Aerospace Engineering
Spinlaunch Inc,Aerospace
Sperry Marine Inc,Unbulleted List
Sperry Marine Inc,Nowrap
Sperry Marine Inc,Aerospace Manufacturer
Sperry Marine Inc,Aerospace
Sperry Marine Inc,Defense (Military)
Sperry Marine Inc,Defense
Sperry Marine Inc,Electronics
Sperry Marine Inc,Information Technology Nowrap
Sperry Marine Inc,Aerospace Nowrap
Sperry Marine Inc,Defense Nowrap
Sperry Marine Inc,Electronics Nowrap
Sperry Marine Inc,Information Technology
Sperry Corp,Unbulleted List
Sperry Corp,Nowrap
Sperry Corp,Aerospace Manufacturer
Sperry Corp,Aerospace
Sperry Corp,Defense (Military)
Sperry Corp,Defense
Sperry Corp,Electronics
Sperry Corp,Information Technology Nowrap
Sperry Corp,Aerospace Nowrap
Sperry Corp,Defense Nowrap
Sperry Corp,Electronics Nowrap
Sperry Corp,Information Technology
Spectrum Brands Inc,Manufacturing
Spectrolab Inc,Electronics
Specialized Bicycle Components Inc,Bicycles
Spatial Digital Systems Inc,Biotechnology
Spatial Data Analytics Corp,Financial Services
Spansion Llc,Semiconductors
Space Systems Loral Llc,Aerospace Engineering
Space Systems Loral Llc,Aerospace
Soundhound Inc,Ubl
Soundhound Inc,Speech Recognition
Soundhound Inc,Mobile Technology
Sophos Limited,Computer Software
Sophia Genetics S.A.,Software Cloud Computing
Sony Mobile Communications Inc,Telecommunications
Sony Interactive Entertainment Llc,Video Game Industry
Sony Interactive Entertainment Llc,Video Games
Sony Interactive Entertainment Inc,Video Game Industry
Sony Interactive Entertainment Inc,Video Games
Sony Interactive Entertainment America Llc,Video Game Industry
Sony Interactive Entertainment America Llc,Video Games
Sony France Sa,Conglomerate (Company)
Sony France Sa,Conglomerate
Sony Corp,Conglomerate (Company)
Sony Corp,Conglomerate
Sonos Inc,Consumer Electronics
Sonoco Products Co,Packaging
Sonic Blue Aerospace Inc,Unbulleted List
Sonic Blue Aerospace Inc,Consumer Electronics
Sonic Blue Aerospace Inc,Software Services
Sonic Blue Aerospace Inc,Online Services
Solomon Res Llc,Investment Banking
"Solarmer Energy, Inc.",Solar Energy
"Solarmer Energy, Inc.",Renewable Energy
Software Ag,Computer Software
Softbank Corp,Conglomerate (Company)
Softbank Corp,Conglomerate
"Sof International, Inc.",Motorsports<Br/>Automotive Industry
"Sof International, Inc.",Automotive
"Sof International, Inc.",Defense (Military)
"Sof International, Inc.",Defense
Snyder Industries Inc,Food Industry
Snyder Industries Inc,Food
Snap Inc,Ubl
Snap Inc,Social Media
Snap Inc,Social Network Advertising
Snap Inc,Consumer Electronics
