patentid,assignee_name_current
US10353221B1,Bose Corp
US5446616A,Northrop Grumman Guidance And Electronics Co Inc
US5446616A,Northrop Grumman Systems Corp
US4977295A,Raytheon Co
US10398009B2,Bighit Entertainment Co Ltd
US10410159B2,Pagerduty Inc
US10572283B2,International Business Machines Corp
EP3439419B1,Ntt Docomo Inc
US10325466B2,Smartwater Ltd
US7152134B2,Boeing Co
US10482419B2,Tive Inc
US10448437B2,Intel Ip Corp
US10134695B2,Samsung Electronics Co Ltd
US10436594B2,Blind Insites Llc
US10372967B1,Intervet Inc
US10418317B2,Samsung Electronics Co Ltd
US10327113B2,Blackberry Ltd
US10360713B1,Disney Enterprises Inc
US10546794B2,Samsung Electronics Co Ltd
US10546043B1,Here Global Bv
US10368230B2,T Mobile Usa Inc
US10461429B2,Apple Inc
US10356604B2,T Mobile Usa Inc
US10156982B1,King Fahd University Of Petroleum And Minerals
US10440497B2,Intel Corp
US10477383B2,T Mobile Usa Inc
US5411606A,Boeing Co
US10440186B1,United Services Automobile Association (Usaa)
US10477384B2,T Mobile Usa Inc
EP2345032A1,Bose Corp
US10362475B2,T Mobile Usa Inc
US10237775B1,Fairspectrum Oy
DE102018211047B4,Thyssenkrupp Ag
US10515916B2,Samsung Electronics Co Ltd
US10485009B2,Shanghai Langbo Communication Technology Co Ltd
US10581623B2,Huawei Technologies Co Ltd
US10506323B2,Shenzhen Goodix Technology Co Ltd
AU2013379851A1,Teledyne Technologies Inc
EP2972551A1,Pixtronix Inc
US10573272B2,Intel Corp
US10554436B2,Shadecraft Inc
US10541615B1,Intel Corp
US10453275B2,Intel Corp
US10574422B2,Qualcomm Inc
US10229566B2,Electronics And Telecommunications Research Institute
US10312195B2,Samsung Electronics Co Ltd
US10572986B2,Boe Technology Group Co Ltd
US10572986B2,Beijing Boe Display Technology Co Ltd
US10159068B2,Qualcomm Inc
DE102018114946B3,Klinikum Nuernberg Medical School Gmbh
DE102018114946B3,Technische Hochschule Nuernberg Georg Simon Ohm
CA2236330A1,Hartley Controls Corp
US10482700B2,Panasonic Intellectual Property Corp
US10452699B1,Innoplexus Ag
US10051535B2,Beijing Xiaomi Mobile Software Co Ltd
US10198002B2,Gm Global Technology Operations Llc
US10439627B2,Qualcomm Inc
EP0902898B1,Thales Avionics Sas
US10567780B2,Ericsson Media Solutions Ltd
US10567780B2,Telefonaktiebolaget Lm Ericsson Ab
US10432970B1,Ericsson Media Solutions Ltd
US10432970B1,Telefonaktiebolaget Lm Ericsson Ab
US10523270B1,Cisco Technology Inc
US10496909B1,T Mobile Usa Inc
EP1997069A1,"Industry-Academic Cooperation Foundation, Yonsei U"
EP0169432B1,Val Mehler Ag
US10117297B1,Bitsysoft Technology Inc
AU2016205004B2,Commonwealth Scientific And Industrial Research Organization (Csiro)
US10368285B2,Intel Ip Corp
US10559540B2,Samsung Electronics Co Ltd
US10289816B1,Gsfm Llc
US10334453B2,Telefonaktiebolaget Lm Ericsson Ab
EP1940334A1,Kimberly Clark Worldwide Inc
EP1940334A1,Kimberly Clark Corp
CA2183661A1,Incline Technologies Inc
US10447312B2,Lg Electronics Inc
US10347584B1,Samsung Electronics Co Ltd
US10218471B1,Qualcomm Inc
US10585351B1,Facebook Technologies Llc
US10540545B2,Intel Corp
US10276025B2,At&T Intellectual Property I Lp
US10475456B1,Qualcomm Inc
US10365652B2,Gm Global Technology Operations Llc
US10229865B2,Samsung Electronics Co Ltd
US10454488B1,Analog Devices Global Ulc
US10345864B1,Dell Products Lp
US4813774A,Northrop Grumman Guidance And Electronics Co Inc
US10558574B2,Intel Corp
US10321402B2,Intel Corp
US10012784B1,Intel Corp
AU700315B2,Houston Advanced Research Center
US10453790B2,Samsung Electronics Co Ltd
CA2417664A1,Logical Images Inc
US10522497B2,Samsung Electronics Co Ltd
US10504825B2,Samsung Electronics Co Ltd
GB2066300A,Varian Medical Systems Inc
US10349325B2,Intel Ip Corp
CA2195445C,Sri International
US10581842B2,At&T Intellectual Property I Lp
US10417170B2,Intel Corp
US5422817A,Northrop Grumman Guidance And Electronics Co Inc
US5422817A,Northrop Grumman Systems Corp
US7487901B2,Boeing Co
US10433107B1,Futurewei Technologies Inc
US10369966B1,Nio Usa Inc
US10347586B2,Samsung Electronics Co Ltd
US10438927B2,Samsung Electronics Co Ltd
US6439503B1,Lockheed Martin Corp
US10187889B2,Intel Ip Corp
US10514763B2,Sony Corp
EP1057286A1,Thales Avionics Sas
EP1831579B1,2040422 Ontario Inc
US10129834B2,Intel Corp
US10332627B1,Medpather Inc
US10509747B2,Seagate Technology Llc
CA2502272C,Duke University
US10471297B1,Hydrow Inc
US10390305B1,Qualcomm Inc
US10475748B2,Samsung Electronics Co Ltd
EP2030831A2,Krauss Maffei Wegmann Gmbh And Co Kg
US10411770B2,Wisig Networks
US10382884B1,T Mobile Usa Inc
US10209084B2,Beijing Didi Infinity Technology And Development Co Ltd
US10447718B2,Forcepoint Llc
US10410961B2,Samsung Electronics Co Ltd
US10349268B1,Motorola Solutions Inc
EP2279428B1,Thales Sa
US10264231B2,Directv Group Inc
US10477388B1,Motorola Solutions Inc
US10573580B2,Intel Corp
US10503396B2,Apple Inc
US10567121B2,Huawei Technologies Co Ltd
US10382968B2,Telefonaktiebolaget Lm Ericsson Ab
US10555257B2,Futurewei Technologies Inc
US10446478B2,Samsung Electronics Co Ltd
US10185695B2,Intel Corp
US10499432B1,T Mobile Usa Inc
US10356680B1,Nokia Technologies Oy
CA2876706A1,Ambrx Inc
US10461394B1,Beam Wireless Inc
US10169978B1,Vorbeck Materials Corp
US10452381B2,Openpath Security Inc
US10231084B2,Aeris Communications Inc
DE102018110570B4,Iav Gmbh
US10396005B2,Samsung Electronics Co Ltd
US10516741B2,Samsung Electronics Co Ltd
EP3280217B1,Beijing Xiaomi Mobile Software Co Ltd
US10347613B1,Samsung Electronics Co Ltd
US10548140B2,Affirmed Networks Inc
US10467450B2,Samsung Electro Mechanics Co Ltd
US10061322B1,Gm Global Technology Operations Llc
US10555310B2,Qualcomm Inc
US10579297B2,Emc Corp
US10509529B2,Apple Inc
EP3413635B1,Intel Ip Corp
US10034134B2,Sprint Communications Co Lp
US10552343B2,Intel Corp
US10433222B1,Sprint Spectrum Lp
US10483197B2,Samsung Electronics Co Ltd
CA2745030A1,Electric Power Research Institute
US10475842B2,Samsung Electronics Co Ltd
EP2226248B1,Thales Sa
US10424328B1,Seagate Technology Llc
US10579702B2,City University Of Hong Kong (Cityu)
US10514978B1,Pure Storage Inc
US10318547B2,Intel Corp
US10375638B1,Qualcomm Inc
US10469184B1,Analog Devices Inc
US10439845B1,Huawei Technologies Co Ltd
US10524048B2,Bose Corp
GB2564738B,Motorola Solutions Inc
US10218608B2,Qualcomm Inc
CA2655274A1,Nova Chemicals (International) Sa
US10304807B2,Samsung Electro Mechanics Co Ltd
CA3048542C,Savvy Knowledge Corp
US10541187B2,Samsung Electronics Co Ltd
US10254793B1,Dell Products Lp
US10467040B2,Nec Corp
US10404632B2,T Mobile Usa Inc
US10573950B2,Qualcomm Inc
US10420116B1,Qualcomm Inc
US10348762B2,Knowbe4 Inc
US10375563B1,T Mobile Usa Inc
US10374583B1,Analog Devices Inc
US10510647B2,Samsung Electronics Co Ltd
US10438422B1,Gm Global Technology Operations Llc
US10581910B2,Knowbe4 Inc
US10332003B1,Knowbe4 Inc
US10424091B1,International Business Machines Corp
EP1095438A1,Thales Avionics Sas
US10551477B2,Qualcomm Inc
CA2409192C,Electronics And Telecommunications Research Institute
CA2409192C,Korea Advanced Institute Of Science And Technology Kaist
US10529220B2,Opilio Labs Inc
US10403583B2,Samsung Electronics Co Ltd
US10304784B2,Samsung Electronics Co Ltd
EP2235632B1,Thales Sa
US10538371B2,In-Tech Enterprise Ltd
US10568188B2,Toyota Motor Corp
US10313387B1,Knowbe4 Inc
US10348761B2,Knowbe4 Inc
US10187868B2,Verizon Patent And Licensing Inc
US10403124B1,Motorola Solutions Inc
CA2844515C,Hunter Douglas Inc
US10334051B1,Dnd Partners Llc
EP1454147B1,Thales Sa
US10214118B1,Gm Global Technology Operations Llc
US10510235B2,Wistron Neweb Corp
US10393866B1,Cognitive Systems Corp
US10432774B2,Sfara Inc
US10531442B2,Kt Corp
US10192831B1,Samsung Electronics Co Ltd
US10397877B2,Samsung Electronics Co Ltd
US10314055B1,Sprint Communications Co Lp
US10432179B1,Globalfoundries Inc
US10169008B2,Fujitsu Ltd
GB2284285A,Lockheed Martin Vought Systems Corp
US10187982B2,Intel Corp
US10326539B2,Rohde And Schwarz Gmbh And Co Kg
US10504282B2,Zoox Inc
US10462599B2,Sonos Inc
US10546177B2,Samsung Electronics Co Ltd
US10534604B1,Architecture Tech Corp
US10236111B2,Intel Corp
US10499193B2,Satori Worldwide Llc
EP2726810A1,Raytheon Co
US10547587B2,Didi Research America Llc
US10430970B2,Gm Global Technology Operations Llc
CA3027916C,Flybits Inc
CA2203980C,Solvay Specialty Polymers Italy Spa
CA2224985A1,3M Co
US10395088B2,Samsung Electronics Co Ltd
US10075832B2,Canon Inc
US10076021B1,Intel Corp
US10569786B2,Blackberry Ltd
US10438884B2,Samsung Electronics Co Ltd
US10477488B2,Lg Electronics Inc
US10536968B2,Baicells Technologies Co Ltd
US10249066B2,Shanghai United Imaging Healthcare Co Ltd
US10249066B2,Uih America Inc
US10521962B1,State Farm Mutual Automobile Insurance Co
US10572825B2,At&T Intellectual Property I Lp
US10374858B2,Commissariat A Lenergie Atomique Et Aux Energies Alternatives
US10353623B2,Kioxia Corp
CA2602230A1,Viroforce Systems Inc
US10346790B1,Blackberry Ltd
AU2005220178A1,Grenfell Ron
US10432462B2,International Business Machines Corp
US10410445B2,Yeshvik Solutiions Llc
US10582351B2,Ford Global Technologies Llc
US10587356B2,Qualcomm Inc
US10339974B1,Motorola Solutions Inc
US10310022B2,Samsung Electronics Co Ltd
US10248547B2,Sap Se
US10521013B2,Samsung Electronics Co Ltd
US10237906B2,Asustek Computer Inc
US10114999B1,Koupon Media Inc
US10214240B2,Gm Global Technology Operations Llc
US10529290B1,Facebook Technologies Llc
US10530565B2,Mediatek Inc
US10476170B2,Apple Inc
US10503007B1,Facebook Technologies Llc
US10440158B2,Intel Ip Corp
US10488213B2,Intel Corp
US10529089B2,Gm Global Technology Operations Llc
US10529089B2,University Of Southern California Usc
US10084241B1,Qualcomm Inc
US10484208B2,Wistron Neweb Corp
US10317907B2,Gm Global Technology Operations Llc
US10211830B2,Qualcomm Inc
AU2018201476B2,Tata Consultancy Services Ltd
US10116396B1,Huawei Technologies Canada Co Ltd
US10482632B2,Uih America Inc
US10575331B2,Oregon State University
US10509794B2,Splunk Inc
US10365885B1,Sling Media Pvt Ltd
US10169980B1,Usa Technologies Inc
US10083551B1,Allstate Insurance Co
US10372418B1,Wells Fargo Bank Na
US10164589B2,Murata Manufacturing Co Ltd
US10482344B2,Wipro Ltd
US10327140B2,Huawei Technologies Co Ltd
US10420130B2,Lg Electronics Inc
US10487564B2,Gm Global Technology Operations Llc
US10565826B2,International Game Technology
US10382244B2,Samsung Electronics Co Ltd
US9900016B1,Intel Ip Corp
EP0180813B1,Bayer Ag
CA2368797C,Genentech Inc
US9998895B1,Motorola Solutions Inc
US10185628B1,Cisco Technology Inc
CA1036419A,Canada Minister Of National Defence
US10576991B2,Gm Global Technology Operations Llc
US9866234B1,Qualcomm Inc
US10548163B2,Huawei Technologies Co Ltd
CA2091350C,Centre National De La Recherche Scientifique Cnrs
US9973993B2,Netsia Inc
US10181901B2,Osram Sylvania Inc
EP1013890B1,Rolls Royce Deutschland Ltd And Co Kg
US10361353B2,Intel Corp
US10397926B2,Hughes Network Systems Llc
US10535346B2,Ca Inc
CA2235765C,Cognitrone Llc
EP3459273B1,Orange Sa
US10129772B1,Apple Inc
US10237014B1,Qualcomm Inc
EP3373177B1,Daon Holdings Ltd
CA1259843A,Grumman Aerospace Corp
CA2058419C,Commscope Technologies Llc
CA2293270A1,New York University
US10571503B2,Rockwell Collins Inc
US10242973B2,Samsung Electronics Co Ltd
US10488912B1,Digimarc Corp
US10255805B1,Audi Ag
US10255805B1,Porsche Se
US10255805B1,Volkswagen Ag
EP3094666A1,Centre National De La Recherche Scientifique Cnrs
EP3094666A1,Universite De Strasbourg
US10229714B1,Kt Corp
US10147052B1,C Sats Inc
FR3066665B1,Greenerwave
FR3066665B1,Centre National De La Recherche Scientifique Cnrs
CA2704874A1,General Electric Co
US10467710B2,Blackbook Media Corp
US10559079B2,Uih America Inc
EP2132516B1,Xenith Llc
US10200849B1,Toyota Motor Corp
US10574356B2,Cisco Technology Inc
US10261711B1,Merck Sharp And Dohme Corp
US10321360B2,Affirmed Networks Inc
US10345716B2,Taiwan Semiconductor Manufacturing Co Tsmc Ltd
AU2003289107A2,Yokohama Tlo Co Ltd
GB2563473B,Accelercomm Ltd
US10270159B1,Commscope Technologies Llc
US10467581B2,Udelv Inc
US10430518B2,Alibaba Group Holding Ltd
US10180706B1,Ibase Tech Inc
US10278048B2,Johnson Controls Technology Co
US10396722B2,Murata Manufacturing Co Ltd
US10333217B1,Pivotal Commware Inc
FR3066860B1,Tekcem Sas
AU664635B2,Harnischfeger Technologies Inc
US10567678B2,Sentera Inc
US10511995B2,Samsung Electronics Co Ltd
US10291184B1,Intel Ip Corp
US9722131B2,Boeing Co
US10418946B2,Avago Technologies International Sales Pte Ltd
CA2409740A1,Collagenex Pharmaceuticals Inc
US10070447B1,Samsung Electronics Co Ltd
US10298312B2,Fujitsu Ltd
US10425159B2,Siklu Communication Ltd
US10455640B2,Intel Corp
US10386452B2,International Business Machines Corp
US10321303B1,T Mobile Usa Inc
CA2095300C,University Of California
AU744460B2,Hynomics Corp
US10545204B2,Shanghai United Imaging Healthcare Co Ltd
US10339913B2,Intel Corp
US10260268B1,State Farm Mutual Automobile Insurance Co
US10513272B2,Intel Corp
US10579551B2,Intel Corp
US10187505B1,Dish Network Llc
US10551557B2,Microsoft Technology Licensing Llc
US10411765B2,Motorola Mobility Llc
US10502819B2,Gm Global Technology Operations Llc
EP3249625B1,Here Global Bv
US10277353B1,Juniper Networks Inc
US10341931B1,Cisco Technology Inc
US10194382B2,Bandwidthx Inc
US10402666B2,Ford Global Technologies Llc
US10587408B2,Motorola Solutions Inc
US10270717B2,Avago Technologies International Sales Pte Ltd
EP1845236A2,Rolls Royce Deutschland Ltd And Co Kg
EP2189664A2,Rolls Royce Deutschland Ltd And Co Kg
US10379538B1,Zoox Inc
US10515293B2,Here Global Bv
CA2413949A1,Essex Corp
CA2381060A1,3M Innovative Properties Co
US10448414B2,Fg Innovation Co Ltd
US10212827B2,Intel Corp
US10004183B2,Afero Inc
US10004183B2,Kiban Labs Inc
US10548182B2,Qualcomm Inc
US10154129B2,Polar Electro Oy
US10361866B1,Truepic Inc
US9820193B2,Verizon Patent And Licensing Inc
US10389982B1,Kuna Systems Corp
US10351232B2,Bell Helicopter Textron Inc
US10284313B2,Isco International Llc
US10348530B1,University Of South Florida
EP3440647B1,El Easy Life Uk Ltd
AU767819B2,Orion 21 Ad Pty Ltd
EP3076567B1,Alcatel Lucent Sas
US10019729B2,Vungle Inc
EP1350924B1,Rolls Royce Deutschland Ltd And Co Kg
US10275176B1,Pure Storage Inc
US10495715B2,Uih America Inc
US5443359A,Northrop Grumman Systems Corp
US10051664B2,Intel Ip Corp
US7512198B2,Boeing Co
EP1657407A1,General Electric Technology Gmbh
EP1657407A1,Rolls Royce Deutschland Ltd And Co Kg
US10140492B1,Ennoventure Inc
US9466246B1,Amazon Technologies Inc
EP3429028B1,Samsung Electronics Co Ltd
US10178558B2,At&T Mobility Ii Llc
US9521522B2,Indooratlas Oy
US10420149B2,Telefonaktiebolaget Lm Ericsson Ab
US9704441B2,Snaptrack Inc
US10298910B1,Zoox Inc
US9936409B2,Nokia Solutions And Networks Oy
US10312205B2,Samsung Electronics Co Ltd
US10329014B2,Bell Helicopter Textron Inc
US10491175B2,Qorvo Us Inc
US10442522B2,Bell Helicopter Textron Inc
US10442522B2,Bell Textron Inc
AU2003249759B2,Orion 21 Ad Pty Ltd
US10452375B1,Microsoft Technology Licensing Llc
EP3459201B1,Telefonaktiebolaget Lm Ericsson Ab
US10356245B2,Toyota Motor Corp
EP2103811A2,Rolls Royce Deutschland Ltd And Co Kg
US10264018B1,Knowbe4 Inc
US10540974B2,Intel Corp
US10560803B2,International Business Machines Corp
US10431550B2,Samsung Electro Mechanics Co Ltd
US10404509B2,Qualcomm Inc
US10535643B2,Samsung Electronics Co Ltd
AU681092B2,Rocky Research Corp
US10444319B2,Here Global Bv
US10568003B2,Verizon Patent And Licensing Inc
US10573187B2,International Business Machines Corp
US10453821B2,Samsung Electronics Co Ltd
US10347556B2,Samsung Electronics Co Ltd
US10382889B1,Here Global Bv
US10129269B1,Forcepoint Llc
US10491279B2,Qualcomm Inc
US10123322B1,Qualcomm Inc
US10484066B2,Qualcomm Inc
US10254787B2,Dell Products Lp
US10512052B2,Panoramic Power Ltd
US10536962B2,Motorola Mobility Llc
CA2619952A1,Battelle Memorial Institute Inc
US9398531B1,Intel Ip Corp
US10237302B1,Knowbe4 Inc
US10555203B2,Qualcomm Inc
US10277297B1,Sprint Communications Co Lp
US10305706B2,Capacicom Ltd
US10495733B2,Gm Global Technology Operations Llc
US10289152B1,Chamberlain Group Inc
US10439566B2,Semiconductor Manufacturing International (Shanghai) Corp
US10439566B2,Semiconductor Manufacturing International (Beijing) Corp
US10454724B2,Skyworks Solutions Inc
US10237707B1,United Services Automobile Association (Usaa)
US10490727B2,Intel Corp
US10475912B2,Intel Corp
US10536307B2,Alcatel Lucent Sas
US10432443B2,Research Cooperation Foundation Of Yeungnam University
US10166999B1,Ambarella International Lp
US10003419B1,Keysight Technologies Inc
EP3314772B1,Telefonaktiebolaget Lm Ericsson Ab
US10229598B1,Blackberry Ltd
US10229598B1,Blackberry France Sas
US10405228B2,Qualcomm Inc
US10037508B1,Airtrace Llc
US10542445B2,Lg Electronics Inc
GB2453194A,Katsumi Lwai
US10303462B2,Microsoft Technology Licensing Llc
US10387714B2,Samsung Electronics Co Ltd
US10425950B2,Intel Ip Corp
US10477168B2,Otoy Inc
US10366691B2,Samsung Electronics Co Ltd
US10332242B2,Orbviu Inc
US10306100B2,Canon Inc
EP3435636B1,Lg Electronics Inc
US10530817B2,Samsung Electronics Co Ltd
US10542528B2,Motorola Mobility Llc
US10523392B2,Mediatek Inc
US10148402B2,Asustek Computer Inc
EP2080908A2,Rolls Royce Deutschland Ltd And Co Kg
EP2083148A2,Rolls Royce Deutschland Ltd And Co Kg
US10177860B2,Apple Inc
US10540420B2,Intel Corp
US10128868B1,Intel Corp
US10382887B2,Hyatt Corp
US10242349B1,International Business Machines Corp
US10477417B2,Qualcomm Inc
US10236578B2,Netgear Inc
US10332395B1,Denso International America Inc
US10355727B2,T Mobile Usa Inc
US10533860B2,Intel Corp
US10142006B1,Movandi Corp
US10587998B2,Toyota Motor Corp
US10276252B2,Intel Corp
US10529353B2,Intel Corp
US10079943B2,Cellos Software Ltd
US10396830B2,Skyworks Solutions Inc
US10355699B2,Integrated Device Technology Inc
US10523918B2,Samsung Electronics Co Ltd
US10257225B1,Knowbe4 Inc
US10404224B2,University Of Colorado Boulder
EP2889452A1,Rolls Royce Corp
EP2889452A1,Rolls Royce North American Technologies Inc
US10404595B2,T Mobile Usa Inc
US10122756B1,Capital One Services Llc
US10420117B2,Huawei Technologies Co Ltd
US10448220B2,Huawei Technologies Co Ltd
US10419162B2,Nokia Technologies Oy
US10401863B2,Gm Global Technology Operations Llc
US10555263B2,Futurewei Technologies Inc
US10324689B2,Intel Ip Corp
US10565871B2,Boe Technology Group Co Ltd
US10292115B2,Samsung Electronics Co Ltd
US10373900B2,Intel Corp
US10205814B2,Bragi Gmbh
US10403579B2,Samsung Electronics Co Ltd
US10384555B2,Toyota Motor Corp
US10530622B2,Huawei Technologies Co Ltd
US10373411B2,At&T Intellectual Property I Lp
US10373411B2,At&T Mobility Ii Llc
US10255698B2,Shenzhen United Imaging Healthcare Co Ltd
US10146964B1,Intel Corp
US10552838B2,Ns8 Inc
US10343649B2,Afero Inc
US10362228B2,Gopro Inc
US10579735B2,At&T Intellectual Property I Lp
US10324235B2,Valeo North America Inc
US10231267B2,Electronics And Telecommunications Research Institute
CA2092747C,Louis Berkman Co
US10544909B2,Netgear Inc
EP3444440A1,Rolls Royce Corp
EP3444440A1,Rolls Royce North American Technologies Inc
US10224288B2,Samsung Electronics Co Ltd
US10216906B2,Vigilias Llc
US10575348B2,Assa Abloy Ab
US10514745B2,Intel Corp
US10405249B2,Intel Corp
US10469142B2,Telefonaktiebolaget Lm Ericsson Ab
US10538174B2,Nio Usa Inc
US10555152B2,At&T Intellectual Property I Lp
US10489649B2,At&T Intellectual Property I Lp
US10402942B2,Sentera Inc
EP1821078A2,Rolls Royce Deutschland Ltd And Co Kg
EP2445192B1,Raytheon Co
US10528057B2,Gm Global Technology Operations Llc
US10269721B2,Samsung Electronics Co Ltd
US10270508B2,Verizon Patent And Licensing Inc
US10482604B2,Shanghai United Imaging Healthcare Co Ltd
US10553945B2,Apple Inc
EP3433999B1,Audi Ag
US10009673B1,Futurewei Technologies Inc
US10514697B2,Gm Global Technology Operations Llc
US10427786B2,At&T Intellectual Property I Lp
US10366348B2,Ulala Lab Inc
US10338979B2,Chicago Mercantile Exchange Inc
US10129930B2,Qualcomm Inc
US10391931B2,Gm Global Technology Operations Llc
US10362593B2,Huawei Technologies Co Ltd
US10298333B2,Futurewei Technologies Inc
US10498775B2,T Mobile Usa Inc
US10418707B2,Skyworks Solutions Inc
US10492045B2,Apple Inc
US10448179B2,Genelec Oy
US10506439B2,Apple Inc
US10462633B2,Qualcomm Inc
US10440660B2,Telefonaktiebolaget Lm Ericsson Ab
US10410383B2,Uih America Inc
US10333007B2,Qualcomm Inc
US10530502B2,Huawei Technologies Co Ltd
US10490906B2,Omega Optics Inc
AU619695B2,Ei Du Pont De Nemours And Co
US10368332B2,Intel Corp
US10368332B2,Intel Ip Corp
US10153235B2,Samsung Electro Mechanics Co Ltd
US10333755B2,Qualcomm Inc
US10474805B2,Blackberry Ltd
US10485024B2,Futurewei Technologies Inc
US10420006B2,Bridgefy Inc
US10437247B2,Udelv Inc
US10391961B2,Gm Global Technology Operations Llc
US9992449B1,Everysight Ltd
