patentid,issuing_country
FR3023212B1,France
FR3027340B1,France
US9331879B2,United States of America
FR2968364B1,France
FI59152C,Finland
FR2891391B1,France
GB1437875A,United Kingdom
SE433870B,Sweden
EP2469130A1,European Patent Office (EPO)
US6673596B1,United States of America
US3734979A,United States of America
US2816860A,United States of America
EP3123008B1,European Patent Office (EPO)
FR1517464A,France
FR1546878A,France
US2387777A,United States of America
US6402697B1,United States of America
EP3055531B1,European Patent Office (EPO)
EP3303774B1,European Patent Office (EPO)
EP2534358B1,European Patent Office (EPO)
US9820150B2,United States of America
US6473084B1,United States of America
US2873179A,United States of America
US6792399B1,United States of America
US2352644A,United States of America
US6658467B1,United States of America
US7958204B1,United States of America
US3290597A,United States of America
EP2865062B1,European Patent Office (EPO)
US6606615B1,United States of America
EP3146183B1,European Patent Office (EPO)
US10244965B1,United States of America
US4908772A,United States of America
US3093222A,United States of America
US7112605B2,United States of America
US2475433A,United States of America
US7966143B1,United States of America
EP2867481B1,European Patent Office (EPO)
EP2396446B1,European Patent Office (EPO)
US2440259A,United States of America
EP3204620B1,European Patent Office (EPO)
EP2286294B1,European Patent Office (EPO)
US9538382B2,United States of America
US3003978A,United States of America
EP3049659B1,European Patent Office (EPO)
US6960611B2,United States of America
EP2643214B1,European Patent Office (EPO)
US3915703A,United States of America
US2826598A,United States of America
US5473162A,United States of America
EP3123139B1,European Patent Office (EPO)
US3673585A,United States of America
US10228694B2,United States of America
US7058515B1,United States of America
EP2951904B1,European Patent Office (EPO)
US2393353A,United States of America
US2502256A,United States of America
US1105994A,United States of America
US10368247B2,United States of America
EP3218141B1,European Patent Office (EPO)
EP2809503B1,European Patent Office (EPO)
EP2707589B1,European Patent Office (EPO)
US6731280B1,United States of America
US2977300A,United States of America
EP3146157B1,European Patent Office (EPO)
US3169727A,United States of America
US2943209A,United States of America
US2085732A,United States of America
US2889281A,United States of America
US3634242A,United States of America
US3674174A,United States of America
US2859158A,United States of America
EP2488740B1,European Patent Office (EPO)
EP1662093B1,European Patent Office (EPO)
US4148301A,United States of America
EP3194272B1,European Patent Office (EPO)
US953987A,United States of America
US2611802A,United States of America
US3635653A,United States of America
EP3310495B1,European Patent Office (EPO)
US9056556B1,United States of America
US2611803A,United States of America
US9079505B1,United States of America
EP2488829B1,European Patent Office (EPO)
US10440452B2,United States of America
US7653218B1,United States of America
US9866279B2,United States of America
US9769666B2,United States of America
US9763095B2,United States of America
US2769137A,United States of America
EP3002215B1,European Patent Office (EPO)
US4486850A,United States of America
US2305267A,United States of America
US7398817B2,United States of America
US3504441A,United States of America
US10403275B1,United States of America
US3172042A,United States of America
US5043138A,United States of America
US7735623B2,United States of America
US4695404A,United States of America
EP3126232B1,European Patent Office (EPO)
US1477328A,United States of America
US8099264B2,United States of America
US2133809A,United States of America
EP2986863B1,European Patent Office (EPO)
US5811399A,United States of America
US3214973A,United States of America
EP2812244B1,European Patent Office (EPO)
EP2709790B1,European Patent Office (EPO)
EP3055209B1,European Patent Office (EPO)
EP3002212B1,European Patent Office (EPO)
US1795425A,United States of America
US1272908A,United States of America
EP2433024B1,European Patent Office (EPO)
EP0086765B1,European Patent Office (EPO)
US6335943B1,United States of America
EP2972337B1,European Patent Office (EPO)
US6091853A,United States of America
US7483689B2,United States of America
US852458A,United States of America
US5807830A,United States of America
US7552813B2,United States of America
US7965216B1,United States of America
US1678062A,United States of America
EP1767898B1,European Patent Office (EPO)
US10382921B2,United States of America
US5176735A,United States of America
EP2872956B1,European Patent Office (EPO)
US3909464A,United States of America
US2370896A,United States of America
US10172139B2,United States of America
US2047957A,United States of America
EP2487507B1,European Patent Office (EPO)
US2349263A,United States of America
US1331978A,United States of America
EP2855900B1,European Patent Office (EPO)
US3924405A,United States of America
US2988876A,United States of America
EP2544948B1,European Patent Office (EPO)
US10063064B1,United States of America
EP2669516B1,European Patent Office (EPO)
EP2449143B1,European Patent Office (EPO)
US10153645B1,United States of America
EP3307991B1,European Patent Office (EPO)
EP3146218B1,European Patent Office (EPO)
EP2978668B1,European Patent Office (EPO)
AT253389B,Austria
US868574A,United States of America
US10193396B1,United States of America
US6034399A,United States of America
EP2661611B1,European Patent Office (EPO)
EP3071976B1,European Patent Office (EPO)
EP0551259B1,European Patent Office (EPO)
US5530335A,United States of America
US6279853B1,United States of America
FR2765653B1,France
US1315773A,United States of America
US2792311A,United States of America
US3417767A,United States of America
EP3055594B1,European Patent Office (EPO)
US10160619B2,United States of America
US6261680B1,United States of America
US9129221B2,United States of America
US5424187A,United States of America
US10415700B2,United States of America
US9812306B2,United States of America
US8157751B2,United States of America
US2579196A,United States of America
